7,21,0.0018438257384744
7,22,0.0018193894937476
7,24,0.002074859324982
7,26,0.0019337955486048
8,1,0.1354589904276564
8,3,0.1391333130438452
8,5,0.1327832216300752
8,7,0.0475684825758467
8,8,0.0471275194323682
8,10,0.0469087039682239
8,12,0.0470142241159077
8,14,0.0481238517741824
8,15,0.0477984054239577
8,17,0.04756403962226
8,19,0.047233039580052
8,21,0.0499021439472532
8,22,0.0497999560147594
8,24,0.0499043654240465
8,26,0.0497988452763628
9,1,0.0692367672181112
9,3,0.0709839587160752
9,5,0.0666143138635702
9,7,0.0238342245157735
9,8,0.0237520298744199
9,10,0.0240063889672576
9,12,0.0235831976381258
9,14,0.0237742446423533
9,15,0.0240086104440509
9,17,0.0236442882499427
9,19,0.023930858756284
9,21,0.024887204515818
9,22,0.0253037314145697
9,24,0.0248661004862812
9,26,0.0246228487774102
10,1,0.0114350517937314
10,3,0.0115228001270684
10,5,0.0116127699371988
10,7,0.0045473629959724
10,8,0.0047195274474565
10,10,0.0046673227428129
10,12,0.0047073093250931
10,14,0.0044274032491319
10,15,0.0045629133335258
10,17,0.0044973797681222
10,19,0.0044585039242387
10,21,0.004846151624677
10,22,0.0046739871731929
10,24,0.0048805845149738
10,26,0.0049427858651874
11,1,2.2214767933426783e-05
11,3,2.665772152011214e-05
11,5,3.3322151900140175e-05
11,7,2.7768459916783472e-05
11,8,2.55469831234408e-05
11,10,2.665772152011214e-05
11,12,2.665772152011214e-05
11,14,3.221141350346883e-05
11,15,2.3325506330098123e-05
11,17,2.7768459916783472e-05
11,19,3.776510548682553e-05
11,21,3.110067510679749e-05
11,22,2.55469831234408e-05
11,24,2.3325506330098123e-05
11,26,2.443624472676946e-05
12,1,0.0407707635882181
12,3,0.0405386192633138
12,5,0.0430877638836745
12,7,0.0274874431024256
12,8,0.0283771445581593
12,10,0.0284982150433965
12,12,0.0268221108028194
12,14,0.0299221816679292
12,15,0.0274630068576988
12,17,0.028695926478004
12,19,0.0282338593049887
12,21,0.0298266581658154
12,22,0.0266032953386752
12,24,0.0288192184400345
12,26,0.0279250740307141
13,1,0.0135754446841171
13,3,0.0132699916250324
13,5,0.0138509078064916
13,7,0.0051416080381916
13,8,0.0053881919622526
13,10,0.0054726080803996
13,12,0.0051260577006382
13,14,0.0052960006753289
13,15,0.0052560140930487
13,17,0.0053948563926326
13,19,0.0052293563715286
13,21,0.0053659771943192
13,22,0.0051249469622415
13,24,0.0051760409284884
13,26,0.0052948899369322
14,1,3.665436709015419e-05
14,3,3.3322151900140175e-05
14,5,3.110067510679749e-05
14,7,2.998993671012616e-05
14,8,2.8879198313454816e-05
14,10,2.998993671012616e-05
14,12,2.665772152011214e-05
14,14,2.998993671012616e-05
14,15,2.665772152011214e-05
14,17,2.8879198313454816e-05
14,19,3.110067510679749e-05
14,21,3.221141350346883e-05
14,22,3.110067510679749e-05
14,24,2.998993671012616e-05
14,26,2.998993671012616e-05
15,1,0.0158402402749299
15,3,0.0151937905280672
15,5,0.0155192368782919
15,7,0.0056381081015037
15,8,0.0061212793040557
15,10,0.0060990645361223
15,12,0.0059135712238782
15,14,0.0051827053588684
15,15,0.0052171382491652
15,17,0.0054792725107797
15,19,0.0055148161394731
15,21,0.0052682322154121
15,22,0.0050682993040113
15,24,0.0050660778272179
15,26,0.0053582020255425
16,1,0.1582102450066755
16,3,0.151283680365033
16,5,0.1539116874115574
16,7,0.0530066577659496
16,8,0.0507685198966568
16,10,0.0509529024705043
16,12,0.0506618890105764
16,14,0.0521280636941826
16,15,0.0519703388418552
16,17,0.0511250669219883
16,19,0.0507263118375833
16,21,0.0527345268587651
16,22,0.0510251004662879
16,24,0.0507496373439134
16,26,0.0508196138629037
17,1,0.9999500167721498
17,3,0.9999977785232066
17,5,0.9999189160970432
17,7,0.9999677885864964
17,8,0.999864489915606
17,10,0.9999922248312234
17,12,0.9999877818776366
17,14,0.8839322805014318
17,15,0.8900702208814376
17,17,0.8762959540243163
17,19,0.8825227534760558
17,21,0.4039033568735824
17,22,0.3993115643417431
17,24,0.4045142629917516
17,26,0.4005033866413715
18,1,0.0009985538186075
18,3,0.0004842819409487
18,5,0.0005686980590957
18,7,8.774833333703579e-05
18,8,0.0001877147890374
18,10,6.553356540360901e-05
18,12,8.774833333703579e-05
18,14,8.441611814702177e-05
18,15,8.774833333703579e-05
18,17,7.775168776699374e-05
18,19,8.885907173370713e-05
18,21,7.886242616366509e-05
18,22,7.108725738696571e-05
18,24,7.775168776699374e-05
18,26,8.663759494036443e-05
19,1,7.775168776699372e-06
19,3,7.775168776699372e-06
19,5,1.1107383966713392e-05
19,7,1.443959915672741e-05
19,8,7.775168776699372e-06
19,10,8.885907173370714e-06
19,12,1.5550337553398748e-05
19,14,5.553691983356696e-06
19,15,7.775168776699372e-06
19,17,6.664430380028034e-06
19,19,5.553691983356696e-06
19,21,3.332215190014017e-06
19,22,5.553691983356696e-06
19,24,3.332215190014017e-06
19,26,5.553691983356696e-06
20,1,0.0001877147890374
20,3,0.0010463155696644
20,5,0.0004942785865187
20,7,0.0001343993459972
20,8,0.0001299563924105
20,10,0.0003754295780749
20,12,0.000479838987362
20,14,0.0007686309704965
20,15,0.0002832382911511
20,17,0.000253248354441
20,19,9.330202532039248e-05
20,21,0.0002965671519112
20,22,0.0001388422995839
20,24,0.0003010101054979
20,26,0.0003909799156283
21,1,0.0001532818987406
21,3,0.0001666107595007
21,5,0.0001677214978973
21,7,0.000246583924061
21,8,0.0001432852531706
21,10,0.0001410637763772
21,12,0.0001466174683606
21,14,0.0001477282067572
21,15,0.0001477282067572
21,17,0.0001577248523273
21,19,0.0001455067299639
21,21,0.0001443959915672
21,22,0.000165500021104
21,24,0.0001466174683606
21,26,0.0001610570675173
22,1,0.0120903874477675
22,3,0.012203682764228
22,5,0.0124258304435622
22,7,0.0051060644094981
22,8,0.0050483060128712
22,10,0.0050716315192013
22,12,0.0048750308229905
22,14,0.0040864065613538
22,15,0.0043007790719114
22,17,0.0042252488609377
22,19,0.0043030005487047
22,21,0.0040475307174703
22,22,0.0040330911183136
22,24,0.0040142085655702
22,26,0.0040686347470071
23,1,0.0555924567534005
23,3,0.0555769064158471
23,5,0.0555791278926404
23,7,0.0553869701500163
23,8,0.0553703090740662
23,10,0.0553658661204795
23,12,0.0553603124284962
23,14,0.0553747520276529
23,15,0.0554258459938998
23,17,0.0553736412892562
23,19,0.0554158493483297
23,21,0.0553736412892562
23,22,0.0553791949812396
23,24,0.0553669768588762
23,26,0.0553680875972729
24,1,9.66342405104065e-05
24,3,9.330202532039248e-05
24,5,8.996981013037845e-05
24,7,8.774833333703579e-05
24,8,8.996981013037845e-05
24,10,8.441611814702177e-05
24,12,9.66342405104065e-05
24,14,8.885907173370713e-05
24,15,9.996645570042053e-05
24,17,8.885907173370713e-05
24,19,0.000101077194097
24,21,8.552685654369312e-05
24,22,9.108054852704982e-05
24,24,8.552685654369312e-05
24,26,8.330537975035042e-05
25,1,8.21946413536791e-05
25,3,7.99731645603364e-05
25,5,7.775168776699374e-05
25,7,7.664094937032239e-05
25,8,7.330873418030837e-05
25,10,6.886578059362302e-05
25,12,7.775168776699374e-05
25,14,8.108390295700776e-05
25,15,6.997651899029435e-05
25,17,7.775168776699374e-05
25,19,7.330873418030837e-05
25,21,7.108725738696571e-05
25,22,7.886242616366509e-05
25,24,7.441947257697973e-05
25,26,6.997651899029435e-05
26,1,0.0002832382911511
26,3,0.0003010101054979
26,5,0.000249916139251
26,7,0.0002543590928377
26,8,0.000249916139251
26,10,0.0002754631223744
26,12,0.0002521376160443
26,14,0.0002610235232177
26,15,0.0002521376160443
26,17,0.000249916139251
26,19,0.0002854597679445
26,21,0.000259912784821
26,22,0.0002410302320776
26,24,0.0002488054008543
26,26,0.000259912784821
27,1,8.885907173370714e-06
27,3,1.443959915672741e-05
27,5,1.1107383966713392e-05
27,7,1.5550337553398748e-05
27,8,1.1107383966713392e-05
27,10,1.2218122363384732e-05
27,12,9.996645570042052e-06
27,14,6.664430380028034e-06
27,15,1.1107383966713392e-05
27,17,8.885907173370714e-06
27,19,8.885907173370714e-06
27,21,7.775168776699372e-06
27,22,1.2218122363384732e-05
27,24,6.664430380028034e-06
27,26,1.332886076005607e-05
28,1,7.108725738696571e-05
28,3,7.441947257697973e-05
28,5,7.219799578363704e-05
28,7,7.219799578363704e-05
28,8,7.441947257697973e-05
28,10,7.99731645603364e-05
28,12,7.108725738696571e-05
28,14,7.553021097365107e-05
28,15,7.108725738696571e-05
28,17,7.108725738696571e-05
28,19,7.553021097365107e-05
28,21,7.441947257697973e-05
28,22,6.997651899029435e-05
28,24,6.77550421969517e-05
28,26,7.330873418030837e-05
29,1,0.000317671181448
29,3,0.000321003396638
29,5,0.0003254463502247
29,7,0.0003265570886213
29,8,0.0003187819198446
29,10,0.000337664472588
29,12,0.0003165604430513
29,14,0.000327667827018
29,15,0.0003287785654147
29,17,0.000324335611828
29,19,0.000324335611828
29,21,0.0003198926582413
29,22,0.0003198926582413
29,24,0.000321003396638
29,26,0.000327667827018
30,1,5.553691983356696e-06
30,3,4.442953586685356e-06
30,5,7.775168776699372e-06
30,7,5.553691983356696e-06
30,8,5.553691983356696e-06
30,10,6.664430380028034e-06
30,12,7.775168776699372e-06
30,14,4.442953586685356e-06
30,15,7.775168776699372e-06
30,17,6.664430380028034e-06
30,19,7.775168776699372e-06
30,21,7.775168776699372e-06
30,22,5.553691983356696e-06
30,24,5.553691983356696e-06
30,26,5.553691983356696e-06
