1,1,0.0531677148334669
1,3,0.0530466443482298
1,5,0.0518714831245515
1,7,0.0105797832282945
1,8,0.01505605896688
1,10,0.0144129414352072
1,12,0.0160179584183973
1,14,0.0034610608440278
1,15,0.0036709904009987
1,17,0.0043007790719114
1,19,0.0036321145571152
1,21,0.0012118155907684
1,22,0.0011573894093315
1,24,0.0011462820253648
1,26,0.0014472921308627
2,1,0.0334743230604841
2,3,0.0334776552756741
2,5,0.0334887626596408
2,7,0.0334732123220874
2,8,0.0334854304444508
2,10,0.0334732123220874
2,12,0.0335276385035243
2,14,0.0334598834613274
2,15,0.0334676586301041
2,17,0.0334721015836908
2,19,0.0334732123220874
2,21,0.0334665478917074
2,22,0.0334932056132275
2,24,0.0334909841364342
2,26,0.0334621049381207
3,1,0.0003198926582413
3,3,0.0002665772152011
3,5,0.0002476946624577
3,7,0.0002310335865076
3,8,0.0002021543881941
3,10,0.0002132617721608
3,12,0.0002054866033841
3,14,0.0002332550633009
3,15,0.0002132617721608
3,17,0.0001710537130873
3,19,0.0002354765400943
3,21,0.0002221476793342
3,22,0.0002210369409375
3,24,0.0001832718354507
3,26,0.0001966006962108
4,1,0.713285097667227
4,3,0.7144302689541953
4,5,0.710730399354883
4,7,0.3694127081801439
4,8,0.3806755955223913
4,10,0.3155496711103607
4,12,0.3128339157304993
4,14,0.2554231802217478
4,15,0.2524352939347019
4,17,0.1844514396280359
4,19,0.1808304324548873
4,21,0.2360541240605929
4,22,0.1857709968432814
4,24,0.182112224564646
4,26,0.1835417448811621
5,1,0.055546916479137
5,3,0.056121168230216
5,5,0.0532732349811507
5,7,0.0196256367307858
5,8,0.0192046668784474
5,10,0.0184682473214543
5,12,0.0184715795366443
5,14,0.0182449889037234
5,15,0.0183560627433905
5,17,0.0184949050429744
5,19,0.0183738345577372
5,21,0.018388274156894
5,22,0.0185204520260979
5,24,0.0185826533763115
5,26,0.0185260057180812
6,1,0.7897683221852222
6,3,0.7593785196522943
6,5,0.7812767271426698
6,7,0.3316920322291852
6,8,0.3384108887906503
6,10,0.3264604543808632
6,12,0.3263116154357094
6,14,0.2671081481547303
6,15,0.2645889934710797
6,17,0.2634371577537315
6,19,0.2655220137242836
6,21,0.2356875803896914
6,22,0.2378557417399939
6,24,0.2434494203056308
6,26,0.2301138951151947
7,1,0.0039120206330764
7,3,0.0037809535022692
7,5,0.0034121883545743
7,7,0.0017271982068239
7,8,0.0017516344515507
7,10,0.0017205337764439
7,12,0.0018304968777143
7,14,0.0017682955275007
7,15,0.0018593760760278
7,17,0.0017716277426907
7,19,0.0018582653376311
